node_num,node_id,concept_type,name,tier,created_at,first_seen_batch,last_seen_batch,profile_id
2215,concept_organization_1ed16d4a9679,Organization,Swiggy,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2216,concept_organization_2855bc13f39c,Organization,Zomato,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2217,concept_concept_3e383ae2717e,Concept,"AI‑generated code",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2218,concept_concept_53c051279c7e,Concept,"Feature‑driven release cycle",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2219,concept_concept_02c894f84139,Concept,"Progressive Web App (PWA) replacement",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2220,concept_tool_fb6200268386,Tool,"React Native",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2221,concept_tool_377cb68e8d54,Tool,"AI‑assisted unit‑test generation",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2222,concept_quote_4210556eb91b,Quote,"Enshittification (term)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2223,concept_concept_6eee5f5be857,Concept,"Vibe‑coding",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2224,concept_problem_50945df8dbbb,Problem,"Greed‑driven shipping culture",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2225,concept_insight_b501128ae055,Insight,"WhatsApp on Windows is trash, laggy, uses way more RAM for no reason.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2226,concept_insight_013596266b23,Insight,"Cloudflare, whose whole moat was reliability, now can't even stay up.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2227,concept_insight_5b846f78bd84,Insight,"Everyone's rushing to shove AI into everything and it's making the code a mess.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2228,concept_insight_70391b35c925,Insight,"Ship ship ship. New feature every week. Who cares if the app crashes?",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2229,concept_insight_b7e0f0d7c69c,Insight,"They stopped writing update notes of each update.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2230,concept_insight_b7e24a453680,Insight,"It's just greed. Ship features fast.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2231,concept_insight_e824b5e21e39,Insight,"Every month there is a new vulnerability.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2232,concept_insight_511e47b693fc,Insight,"The industry impact culture is taking it down. No accountability for bad implementation.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2233,concept_domain_71392c689382,Domain,Physics,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2234,concept_theme_1f09b347acb4,Theme,"Time perception and compression",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2235,concept_theme_0643c166f9c9,Theme,"Exponential growth of knowledge",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2236,concept_theme_021670d1b86c,Theme,"Mechanical analogies for systemic change",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2237,concept_theme_b187b980d542,Theme,"Simulation / reality offset theory",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2238,concept_theme_dd615f11df34,Theme,"Age‑related subjective time scaling",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2239,concept_theme_180e409bd4e6,Theme,"Information overload and mental health",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2240,concept_concept_2245ebfa3ca9,Concept,"Maximum compression in engines",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2241,concept_concept_ba5eecdbaf3c,Concept,"Tracking offset in conveyor belts",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2242,concept_framework_163c2bb4bb8c,Framework,"Vulcanization analogy for consciousness",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2243,concept_data_04dee9da297a,Data,"Doubling of human knowledge every 12 hours",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2244,concept_theory_5f1e28e6f2aa,Theory,"Great Filter theory (rapid civilizational expansion)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2245,concept_concept_81a247783434,Concept,"Subjective time dilation with age",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2246,concept_problem_37e9ae5eb77a,Problem,"Information overload as perceived speed‑up",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2247,concept_question_566f0075787f,Question,"Simulation hypothesis (reality offset)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2248,concept_concept_c0083937037f,Concept,"Mental health crisis as system friction",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2249,concept_framework_345701ea3e1d,Framework,"Novelty generation via offset adjustments",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2250,concept_example_3b526063e9aa,Example,"Mushroom‑induced entity communication",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2251,concept_person_80c8a709ec58,Person,"Industrial maintenance experience (30 years)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2252,concept_insight_006dbe86bdab,Insight,"""It took us 200,000 years to figure out language, 60,000 years to get to farming, 10,000 years to ge",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2253,concept_insight_6a0c4476d4e8,Insight,"""When a belt runs in the exact same groove every time, it digs a rut and fails; you need a tracking ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2254,concept_insight_4b7ece2ebbf1,Insight,"""Maximum compression is the moment right before ignition in an engine; the author likens this to the",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2255,concept_insight_eb940e7a8988,Insight,"""Older people perceive a year as a smaller percentage of their lived experience, making time feel fa",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2256,concept_insight_cd0e0eb65e53,Insight,"""Information overload (constant scrolling, social media) makes weeks feel like months when removed, ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2257,concept_insight_c42806f310cf,Insight,"""The 'Vulcanization' metaphor: consciousness is raw rubber, pressure of timeline compression cures i",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2258,concept_insight_ce4295fce154,Insight,"""Tiny adjustments/reset are needed to keep novelty from breaking reality, according to the post’s et",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2259,concept_insight_0ad6899a15b5,Insight,"""Great Filter suggests civilizations advance too quickly for safeguards, possibly explaining lack of",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2260,concept_domain_6a5413595b4b,Domain,"Gender Studies",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2261,concept_domain_ac24a4eaffb5,Domain,"Public Health",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2262,concept_theme_7e68b0631524,Theme,"Loneliness prevalence in adults",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2263,concept_theme_a97f965c53d2,Theme,"Gender gap in loneliness statistics",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2264,concept_theme_b8b7f4449f5b,Theme,"Social media’s role in perceived connection",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2265,concept_theme_f92ad59e35f8,Theme,"Cultural expectations of emotional labor",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2266,concept_theme_ab9dbb898396,Theme,"Stigma around female loneliness",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2267,concept_theme_523b48a108dd,Theme,"Male loneliness and violence narrative",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2268,concept_theme_202fa6cbd6fc,Theme,"Impact of work schedules and geographic mobility",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2269,concept_theme_ce93101aa057,Theme,"Capitalist alienation and erosion of public spaces",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2270,concept_theme_48c2003a5d77,Theme,"Toxic family dynamics and no‑contact decisions",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2271,concept_theme_10c25fc2865c,Theme,"Intersection of loneliness with mental health interventions",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2272,concept_concept_2cb228cf1194,Concept,"Loneliness (psychological state)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2273,concept_problem_9880cf38291b,Problem,"Gender disparity in loneliness",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2274,concept_data_45a353c451c2,Data,"2021 US adult loneliness by gender (Statista)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2275,concept_project_a2ba647c923e,Project,"Harvard GSE article on loneliness epidemic",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2276,concept_quote_37300047e0cc,Quote,"Social media as empty calories metaphor",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2277,concept_concept_f2a7c8c9e34a,Concept,"Female loneliness as personal failure stigma",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2278,concept_problem_fae9a26b1b5d,Problem,"Male loneliness linked to violence narrative",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2279,concept_concept_1aee207f7857,Concept,"Capitalist alienation of community",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2280,concept_concept_238b02278eb3,Concept,"Work schedule isolation",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2281,concept_concept_21f4adf0ff0d,Concept,"Toxic family no‑contact",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2282,concept_concept_9df00cda61b5,Concept,"Emotional labor expectations for women",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2283,concept_concept_70897c277da6,Concept,"Stoicism expectation for men",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2284,concept_problem_6acab62b2b77,Problem,"Predatory interest in women’s disclosed loneliness",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2285,concept_framework_9081d5142264,Framework,"Public health approaches to loneliness",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2286,concept_concept_acef4d9fce7d,Concept,"Social risk perception differences by gender",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2287,concept_insight_ab7e798e2fe8,Insight,"Statistically women are just as lonely as men (in fact, more so in 2021).",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2288,concept_insight_00422009ca7d,Insight,"Statista shows a higher share of U.S. adults feeling lonely in December 2021 for women than for men.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2289,concept_insight_d56292a6db7a,Insight,"Social media gives the perception of connection and community, but it's sort of like empty calories ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2290,concept_insight_737a190feacc,Insight,"Female loneliness is rarely framed as a public safety issue, unlike male loneliness, which is linked",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2291,concept_insight_0fb8a427f923,Insight,"Comments note women are expected to solve men’s loneliness while their own loneliness is ignored or ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2292,concept_insight_c5ab9b3a0390,Insight,"Lonely women don’t join petty violence, organized crime or mass shootings at the same rate as lonely",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2293,concept_insight_d766b00fd568,Insight,"The modern “loneliness epidemic” is described as a rebranded form of alienation caused by advanced c",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2294,concept_theme_04411e9b5dd0,Theme,"Proficiency Levels (CEFR B1‑B2‑C1)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2295,concept_theme_f4d50e998dcc,Theme,"Immersion Experience",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2296,concept_theme_ef2718110e9e,Theme,"Study Duration & Effort",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2297,concept_theme_5240b182cb33,Theme,"Age & Learning Ability",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2298,concept_theme_e4e20b6dd893,Theme,"Motivation & Goal Orientation",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2299,concept_theme_b92bec05333d,Theme,"Formal vs Informal Learning Methods",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2300,concept_theme_782e59f0fbcf,Theme,"Language Attrition & Maintenance",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2301,concept_theme_9edcea900bda,Theme,"Community & Cultural Integration",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2302,concept_concept_9faf2c5e903f,Concept,CEFR,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2303,concept_concept_1fca78ffffb2,Concept,"B1 Level",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2304,concept_concept_98398f0335f0,Concept,"B2 Level",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2305,concept_concept_e52dc1b5fbca,Concept,"C1 Level",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2306,concept_concept_ddc45b4288a0,Concept,Immersion,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2307,concept_tool_95affcf8910a,Tool,"Daily Private Lessons",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2308,concept_tool_02e08d5830c2,Tool,"German Subreddit Subscriptions",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2309,concept_concept_d6d3aad7d086,Concept,Motivation,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2310,concept_concept_1c2ff834fbcc,Concept,"Age Effect on Language Acquisition",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2311,concept_concept_937b9e6e0a5a,Concept,"Language Attrition",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2312,concept_framework_29712ae47db3,Framework,"Self‑Study",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2313,concept_framework_3edc9036275c,Framework,"Formal Classroom Courses",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2314,concept_organization_44d535644dc0,Organization,"Reddit German Community",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2315,concept_event_daae148806e2,Event,"German Citizenship Language Test",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2316,concept_problem_afb69f59d25d,Problem,"Accent (Pronunciation Issue)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2317,concept_insight_8e442199e39c,Insight,"2 years and it was brutally hard.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2318,concept_insight_7d335d1cb893,Insight,"I was B1 in a year, B2 in 2 years, and C1 in 4 years.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2319,concept_insight_ed5297310728,Insight,"Many respondents report reaching B2 after 2 years of intensive study.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2320,concept_insight_358578146819,Insight,"Full immersion by moving to Germany and only speaking German accelerates learning.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2321,concept_insight_d6c851d169ce,Insight,"Took me a year to get the basics but really about 5 years to get conversational.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2322,concept_insight_86f642f3a4f2,Insight,"Language learning never truly ends; even after fluency you keep learning.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2323,concept_insight_f7727fcdb173,Insight,"If you grind you can be B2 within 2 years, but without desire you may stagnate.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2324,concept_insight_28aeb1f16e83,Insight,"Some users still feel not fluent after 10 years of study.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2328,concept_domain_aa47eda7be45,Domain,"Mental Health",1,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2329,concept_domain_4509fdb543d8,Domain,"Internet Culture",1,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2330,concept_theme_f9ec383716a5,Theme,"Existential alienation",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2331,concept_theme_6fa15ae3215d,Theme,"Outlier identity",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2332,concept_theme_c96c4aa006fa,Theme,"Sibling shared trauma",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2333,concept_theme_a5f45bb69d3f,Theme,"Depression and meaninglessness",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2334,concept_theme_76de49f9448c,Theme,"Social isolation in modern society",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2335,concept_theme_5179cfdb24f2,Theme,"Critique of self‑help rhetoric",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2336,concept_theme_dd5e74e05fc7,Theme,"Desire for authentic connection",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2337,concept_theme_64f96da1313e,Theme,"Coping mechanisms (distraction, crying, screaming)",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2338,concept_concept_ece730669f30,Concept,Outlier,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2339,concept_concept_d36436703735,Concept,Existentialism,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2340,concept_problem_720012904c40,Problem,Depression,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2341,concept_concept_4f51de207e1c,Concept,Alienation,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2342,concept_concept_ccad40965cda,Concept,"Sibling bond",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2343,concept_concept_f2612e61fb89,Concept,Trauma,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2344,concept_organization_aa48a1e8acbb,Organization,"Self‑help motivational speakers",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2345,concept_concept_4ad86230fefa,Concept,Meaninglessness,3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2346,concept_problem_0bdb66f6296c,Problem,"Social anxiety",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2347,concept_concept_8fc42959d619,Concept,"Authentic listening",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2348,concept_person_e7ff4faf8f1c,Person,"Grounding mother",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2349,concept_quote_3a62f496d3de,Quote,"""Fruit loop"" metaphor",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2350,concept_insight_3bdb367e7fa7,Insight,"""Outlier can also mean a person who is so alone, also in his thoughts & feelings, that nobody knows ",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2351,concept_insight_c8619b17662d,Insight,"""I have 0 friends irl, no matter how much I support or love people...""",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2352,concept_insight_6b38b7160609,Insight,"""Distracting the mind is only a temporary solution until the dread hits you again.""",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2353,concept_insight_d3bd3aa487db,Insight,"""Take the risk of sounding like a lunatic, worst case people write you off as a nutjob… but you also",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2354,concept_insight_0843d2e6795a,Insight,"""The only thing my sibling and I share in common is trauma.""",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2355,concept_insight_b928cd92c0cb,Insight,"Feeling like an ""outlier"" is often misused by self‑help culture to glorify success rather than ackno",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2356,concept_insight_e98f148d5af2,Insight,"The post highlights a paradox: deep empathy with a sibling versus total disconnect from broader soci",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2357,concept_domain_821cc2a93f58,Domain,"Music History",1,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2358,concept_domain_876f3ddf072c,Domain,"Popular Culture",1,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2360,concept_domain_5d6f93e39155,Domain,Biography,1,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2362,concept_theme_726f8252ec56,Theme,"Beatles breakup dynamics",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2363,concept_theme_a1ab6058c490,Theme,"Fan club communications as primary sources",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2364,concept_theme_6c67b36cb0c6,Theme,"1970s music industry context",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2365,concept_theme_d421457b3cc7,Theme,"Artist friendships and conflict",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2366,concept_theme_8908232dd38c,Theme,"Paul McCartney’s personal reflections",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2367,concept_theme_136ca3275b15,Theme,"Legacy of the Beatles in popular culture",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2368,concept_theme_f66848e1a962,Theme,"Raw interview material (Hunter Davies, Salewicz)",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2369,concept_theme_8f9e6651c54a,Theme,"Narratives of loss and nostalgia",2,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2370,concept_person_20c1b93f7e34,Person,"Paul McCartney",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2371,concept_person_58f1420c6f50,Person,"John Lennon",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2372,concept_organization_b460d8591b2a,Organization,"Beatles Fan Club",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2373,concept_example_c1634e18856c,Example,"1971 Fan Club Letter",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2374,concept_event_edf85ab35d95,Event,"Hunter Davies 1981 rant",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2375,concept_event_1109f14be3b2,Event,"Salewicz 1986 interview",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
